"","X","...1","Kingdom","Phylum","Class","Order","Family","GENUS","Species","primary_lifestyle","Secondary_lifestyle","Decay_type_template","Specific_hosts","Fruitbody_type_template","Ectomycorrhiza_exploration_type_template","Ectomycorrhiza_lineage_template"
"6651","sp12854",12854,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","subsulphurea","ectomycorrhizal",NA,NA,NA,"agaricoid","contact","/russula-lactarius"
"6652","sp12855",12855,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","caulivorum","sooty_mold","litter_saprotroph",NA,NA,NA,NA,NA
"6653","sp12856",12856,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","chernovii","unspecified_saprotroph",NA,NA,NA,"none",NA,NA
"6654","sp12857",12857,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","subsulphurea","ectomycorrhizal",NA,NA,NA,"agaricoid","contact","/russula-lactarius"
"6655","sp12859",12859,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Melanocarpus","albomyces","unspecified_saprotroph",NA,NA,NA,"none",NA,NA
"6656","sp12864",12864,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae","Lyophyllum","semitale","ectomycorrhizal",NA,NA,NA,"agaricoid","medium-distance_fringe","/paralyophyllum"
"6657","sp12866",12866,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","infectoria","plant_pathogen","litter_saprotroph","soft_rot",NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6658","sp12867",12867,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pseudopyrenochaetaceae","Pseudopyrenochaeta","terrestris","unspecified_saprotroph",NA,NA,NA,NA,NA,NA
"6659","sp12869",12869,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Thelonectria","nodosa","litter_saprotroph",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6660","sp12871",12871,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Extremaceae","Extremus",NA,"unspecified_saprotroph","rock-inhabiting",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6661","sp12872",12872,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Xylaria",NA,"wood_saprotroph","litter_saprotroph",NA,"angiosperms","perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6662","sp12873",12873,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Diatrypaceae","Monosporascus",NA,"plant_pathogen",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6663","sp12875",12875,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Strattoniaceae","Strattonia",NA,"dung_saprotroph",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6664","sp12876",12876,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Cladorrhinum","australe","unspecified_saprotroph","foliar_endophyte","soft_rot",NA,"none",NA,NA
"6665","sp12877",12877,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Graphostromataceae","Biscogniauxia","mediterranea","wood_saprotroph","foliar_endophyte",NA,"angiosperms","perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6666","sp12878",12878,"Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella",NA,"ectomycorrhizal",NA,NA,NA,"corticioid","medium-distance_smooth","/tomentella-thelephora"
"6667","sp12879",12879,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis",NA,"arbuscular_mycorrhizal","root-associated",NA,NA,"none",NA,NA
"6668","sp12881",12881,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Smardaea",NA,"soil_saprotroph","foliar_endophyte",NA,NA,"apothecium_(hymenium_on_surface)",NA,NA
"6669","sp12882",12882,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Torulaceae","Torula","herbarum","foliar_endophyte","wood_saprotroph",NA,NA,NA,NA,NA
"6670","sp12888",12888,"Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Taphrinaceae","Taphrina","pruni","plant_pathogen",NA,NA,NA,NA,NA,NA
"6671","sp12889",12889,"Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Laetisaria","fuciformis","plant_pathogen","wood_saprotroph",NA,NA,"corticioid",NA,NA
"6672","sp12890",12890,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Hydnoplicata",NA,"ectomycorrhizal",NA,NA,NA,"gasteroid-hypogeous","short-distance_coarse","/terfezia-peziza_depressa"
"6673","sp12891",12891,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","minutum","soil_saprotroph","unspecified_symbiotroph",NA,NA,"agaricoid","medium-distance_smooth","/entoloma"
"6674","sp12893",12893,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Pseudoophiobolus","pseudoitalicus","litter_saprotroph","wood_saprotroph",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6675","sp12896",12896,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","Cyphellophora","sambuci","litter_saprotroph","animal_parasite",NA,NA,"none",NA,NA
"6676","sp12899",12899,"Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Thyrostroma","ulmicola","plant_pathogen","litter_saprotroph",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6677","sp12901",12901,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaetopsis","leptospora","foliar_endophyte","litter_saprotroph",NA,NA,NA,NA,NA
"6678","sp12902",12902,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","modesta","ectomycorrhizal",NA,NA,NA,"agaricoid","contact","/russula-lactarius"
"6679","sp12903",12903,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius",NA,"litter_saprotroph","plant_pathogen",NA,NA,"agaricoid",NA,NA
"6680","sp12904",12904,"Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Fuscoporia","contigua","wood_saprotroph",NA,"white_rot",NA,"polyporoid",NA,NA
"6681","sp12905",12905,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","luofuensis","ectomycorrhizal",NA,NA,NA,"agaricoid","contact","/russula-lactarius"
"6682","sp12907",12907,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Tulostoma","beccarianum","soil_saprotroph",NA,NA,NA,"gasteroid",NA,NA
"6683","sp12908",12908,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Gymnopilus","penetrans","wood_saprotroph",NA,"white_rot",NA,"agaricoid",NA,NA
"6684","sp12910",12910,"Fungi","Basidiomycota","Agaricomycetes","Atheliales","Atheliaceae","Athelia","arachnoidea","lichen_parasite","fungal_decomposer",NA,"algae","corticioid",NA,NA
"6685","sp12911",12911,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola","fuscoatra","wood_saprotroph",NA,"soft_rot",NA,"none",NA,NA
"6686","sp12913",12913,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","penicillioides","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"6687","sp12914",12914,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Daedaleopsis","tricolor","wood_saprotroph","plant_pathogen","white_rot",NA,"polyporoid",NA,NA
"6688","sp12938",12938,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Helvellaceae","Helvella","dryophila","ectomycorrhizal",NA,NA,NA,"apothecium_(hymenium_on_surface)","contact","/tuber-helvella"
"6689","sp12939",12939,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,"plant_pathogen","litter_saprotroph","soft_rot",NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6690","sp12948",12948,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Sclerodermataceae","Scleroderma","cepa","ectomycorrhizal",NA,NA,NA,"gasteroid","long-distance","/pisolithus-scleroderma"
"6691","sp12949",12949,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae","Peniophora",NA,"wood_saprotroph","plant_pathogen","white_rot",NA,"corticioid",NA,NA
"6692","sp12950",12950,"Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Sonoraphlyctidaceae","Sonoraphlyctis",NA,"soil_saprotroph","litter_saprotroph",NA,NA,"zoosporangium",NA,NA
"6693","sp12951",12951,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Debaryomyces","prosopidis","nectar/tap_saprotroph",NA,NA,NA,"none",NA,NA
"6694","sp12954",12954,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","fimeti","plant_pathogen","wood_saprotroph",NA,NA,NA,NA,NA
"6695","sp12956",12956,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","lagena","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"6696","sp12957",12957,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Botryobasidiaceae","Botryobasidium","subcoronatum","wood_saprotroph",NA,"white_rot",NA,"corticioid",NA,NA
"6697","sp12960",12960,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","sclerotiorum","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"6698","sp12962",12962,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius",NA,"ectomycorrhizal",NA,NA,NA,"agaricoid","medium-distance_fringe","/cortinarius"
"6699","sp12965",12965,"Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Taphrinaceae","Taphrina","caerulescens","plant_pathogen",NA,NA,NA,NA,NA,NA
"6700","sp12968",12968,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Clarireedia","bennettii","plant_pathogen",NA,NA,NA,"apothecium_(hymenium_on_surface)",NA,NA
"6701","sp12971",12971,"Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodosporidiobolus","poonsookiae","unspecified_saprotroph",NA,NA,NA,"none",NA,NA
"6702","sp12974",12974,"Fungi","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae","Gymnoascus","reessii","soil_saprotroph",NA,NA,NA,"cleistothecium_(closed,_spherical)",NA,NA
"6703","sp12976",12976,"Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Scolecobasidium","constrictum","animal_parasite","plant_pathogen",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6704","sp12977",12977,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Stachybotrys","musae","wood_saprotroph","litter_saprotroph","soft_rot",NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6705","sp12978",12978,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Populocrescentia","forlicesenensis","litter_saprotroph","wood_saprotroph",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6706","sp12979",12979,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","lagena","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"6707","sp12980",12980,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","vesca","ectomycorrhizal",NA,NA,NA,"agaricoid","contact","/russula-lactarius"
"6708","sp12982",12982,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Pseudopithomyces","chartarum","plant_pathogen","litter_saprotroph",NA,NA,"thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle)",NA,NA
"6709","sp12984",12984,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Hebeloma","crustuliniforme","ectomycorrhizal",NA,NA,NA,"agaricoid","short-distance_delicate","/hebeloma-alnicola"
"6710","sp12985",12985,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","cereale","soil_saprotroph","root_endophyte",NA,NA,NA,NA,NA
"6711","sp12987",12987,"Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella","cucumerina","plant_pathogen","litter_saprotroph",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6712","sp12991",12991,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"6713","sp12992",12992,"Fungi","Basidiomycota","Agaricomycetes","Atheliales","Atheliaceae","Athelia",NA,"lichen_parasite","fungal_decomposer",NA,"algae","corticioid",NA,NA
"6714","sp12996",12996,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Pholiota","foedata","wood_saprotroph","litter_saprotroph","white_rot",NA,"agaricoid",NA,NA
"6715","sp12999",12999,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Niessliaceae","Eucasphaeria","capensis","plant_pathogen","litter_saprotroph",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6716","sp13000",13000,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Hymenoscyphus",NA,"litter_saprotroph","plant_pathogen",NA,NA,"apothecium_(hymenium_on_surface)",NA,NA
"6717","sp13002",13002,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","cereale","soil_saprotroph","root_endophyte",NA,NA,NA,NA,NA
"6718","sp13004",13004,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meripilaceae","Rigidoporus","sanguinolentus","wood_saprotroph",NA,"white_rot",NA,"polyporoid",NA,NA
"6719","sp13006",13006,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Strobilurus","tenacellus","litter_saprotroph",NA,"white_rot","Pinaceae_cones","agaricoid",NA,NA
"6720","sp13009",13009,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Lactocollybia",NA,"litter_saprotroph",NA,NA,NA,"agaricoid",NA,NA
"6721","sp13011",13011,"Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta",NA,"unspecified_saprotroph","foliar_endophyte",NA,NA,"cleistothecium_(closed,_spherical)",NA,NA
"6722","sp13012",13012,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Cephalothecaceae","Phialemonium","guarroi","animal_parasite","animal_decomposer",NA,NA,"none",NA,NA
"6723","sp13014",13014,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","crusticola","animal_parasite","litter_saprotroph",NA,NA,NA,NA,NA
"6724","sp13015",13015,"Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","Neopestalotiopsis","mesopotamica","plant_pathogen",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6725","sp13016",13016,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Infundibulicybe","gigas","litter_saprotroph",NA,NA,NA,"agaricoid",NA,NA
"6726","sp13020",13020,"Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Tyrannosorus",NA,"wood_saprotroph",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6727","sp13021",13021,"Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Waitea","circinata","plant_pathogen","litter_saprotroph",NA,NA,"corticioid",NA,NA
"6728","sp13022",13022,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"6729","sp13025",13025,"Fungi","Monoblepharomycota","Monoblepharidomycetes","Monoblepharidales","Harpochytriaceae","Harpochytrium",NA,"litter_saprotroph","algal_decomposer",NA,NA,"zoosporangium",NA,NA
"6730","sp13027",13027,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","delawarensis","unspecified_saprotroph",NA,"mold",NA,NA,NA,NA
"6731","sp13028",13028,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Pleurophoma","ossicola","plant_pathogen","wood_saprotroph",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6732","sp13030",13030,"Fungi","Mucoromycota","Mucoromycotina_cls_Incertae_sedis","Mucoromycotina_ord_Incertae_sedis","Mucoromycotina_fam_Incertae_sedis","Bifiguratus",NA,"soil_saprotroph",NA,"mold",NA,"none",NA,NA
"6733","sp13032",13032,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Paramyrothecium",NA,"soil_saprotroph",NA,NA,NA,NA,NA,NA
"6734","sp13036",13036,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Infundichalara","microchona","litter_saprotroph",NA,NA,"Pinus",NA,NA,NA
"6735","sp13037",13037,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA,"unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"6736","sp13038",13038,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Omphalotaceae","Omphalotus","olivascens","wood_saprotroph",NA,"white_rot",NA,"agaricoid",NA,NA
"6737","sp13039",13039,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Roesleria","subterranea","plant_pathogen","unsepcified_saprotroph",NA,NA,"mazaedium_(pushpin-like)",NA,NA
"6738","sp13040",13040,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"6739","sp13041",13041,"Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Chrysosporium","lobatum","wood_saprotroph",NA,"soft_rot",NA,NA,NA,NA
"6740","sp13046",13046,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Pseudotaeniolina","globosa","litter_saprotroph","rock-inhabiting",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6741","sp13048",13048,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Sagenomella","oligospora","unspecified_saprotroph",NA,"mold",NA,NA,NA,NA
"6742","sp13050",13050,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","janczewskii","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"6743","sp13054",13054,"Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Hyphodontia","pallidula","wood_saprotroph",NA,"white_rot",NA,"corticioid",NA,NA
"6744","sp13055",13055,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Phlebia","bresadolae","wood_saprotroph",NA,"white_rot",NA,"corticioid",NA,NA
"6745","sp13057",13057,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Polycephalomyces",NA,"animal_parasite","animal_decomposer",NA,NA,NA,NA,NA
"6746","sp13058",13058,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Clitocybe","nebularis","litter_saprotroph",NA,NA,NA,"agaricoid",NA,NA
"6747","sp13059",13059,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Catenulostroma","hermanusense","plant_pathogen",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6748","sp13060",13060,"Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Planistromellaceae","Ramimonilia","apicalis","unspecified_saprotroph",NA,NA,NA,NA,NA,NA
"6749","sp13061",13061,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","echinulatum","soil_saprotroph","root_endophyte",NA,NA,NA,NA,NA
"6750","sp13065",13065,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Pseudocamarosporium","africanum","wood_saprotroph",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6751","sp13066",13066,"Fungi","Mucoromycota","Mucoromycetes","Mucorales","Rhizopodaceae","Rhizopus","arrhizus","soil_saprotroph","plant_pathogen","mold",NA,"none",NA,NA
"6752","sp13067",13067,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Cistella","acuum","wood_saprotroph","litter_saprotroph",NA,NA,"apothecium_(hymenium_on_surface)",NA,NA
"6753","sp13070",13070,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"6754","sp13073",13073,"Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporidiobolus","salmonicolor","mycoparasite","fungal_decomposer",NA,NA,"none",NA,NA
"6755","sp13074",13074,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Lactocollybia",NA,"litter_saprotroph",NA,NA,NA,"agaricoid",NA,NA
"6756","sp13075",13075,"Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","ellisii","ectomycorrhizal",NA,NA,NA,"corticioid","medium-distance_smooth","/tomentella-thelephora"
"6757","sp13076",13076,"Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Chrysozymaceae","Udeniozyma",NA,"unspecified",NA,NA,NA,"none",NA,NA
"6758","sp13078",13078,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hydnangiaceae","Laccaria","longipes","ectomycorrhizal",NA,NA,NA,"agaricoid","short-distance_delicate","/laccaria"
